task,duration,hours,confidence,interest,severity,years of experience,team size,,,,,
HR: Incident Reports - Timestamp for employee acknowledgement in IR modal,6971000.0,8.0,8.0,8.0,1,1.9219712525667400,44,,,,,
Employment - Leave : View uploaded documents and separate delete button,6540000.0,8.0,8.0,9.0,1,2.2477754962354600,44,,,,,
Administration: Administration will direct the user to the Organization,3900000.0,12.0,10.0,10.0,1,2.2477754962354600,35,,,,,
Administration - Templates: Incorrect empty state display,1929943.0,6.0,9.0,8.0,1,2.113620807665980,35,,,,,
Administration - Workforce: The header will expand upon loading,7700000.0,7.0,8.0,8.0,1,2.113620807665980,35,,,,,
Scheduled Templates: Member will be added back even if the member is removed,8217310.000000000,7.0,8.0,8.0,1,2.113620807665980,35,,,,,
Scheduled Templates: Cannot successfully remove a member,3120000.0,16.0,10.0,10.0,1,2.2477754962354600,35,,,,,
Scheduled Task - Recurring scheduled task didn't reflect on the list of scheduled task on mobile,23695201.815,16.0,8.0,8.0,1,2.841889117043120,12,,,,,
Departments - Create Department: Update the success modal design,3027000.0,4.0,5.0,5.0,1,1.730321697467490,44,,,,,
Administration - Workforce: Modify the message of the confirmation modal upon editing a workforce,5041000.0,2.0,80.0,80.0,1,1.1827515400410700,44,,,,,
HQzen- Inputs gone on Sign up page when clicking the back button,1356000.0,4.0,9.0,9.0,1,1.9219712525667400,44,,,,,
Recruitment-Contracts: No Departments and teams dropdown filters,4860000.0,4.0,8.0,8.0,1,1.1827515400410700,44,,,,,
Update is_onboarded field if done with HR Onboarding,7612000.0,4.0,8.0,10.0,1,2.8227241615332000,36,,,,,
Administration - Contracts: Department filter is not working,9094744.0,12.0,10.0,10.0,1,2.2477754962354600,35,,,,,
HQzen Boards: Implement a collapsible columns,5100000.0,5.0,100.0,100.0,1,5.429158110882960,45,,,,,
Administration- Onboarding: Cards and participants are duplicated,7886000.0,10.0,8.0,10.0,1,1.8069815195071900,36,,,,,
Administration - Schedule Templates - Edit Schedule: Align dropdown menu to its dropdown button,3332000.0,4.0,5.0,5.0,1,1.7467488021902800,44,,,,,
HR Admin - Accountabilities - Empty State has seen when clicking the filtered employee,1980000.0,4.0,5.0,5.0,1,2.2642026009582500,36,,,,,
Personal Board - Putting snack bar notification when moving Doing cards to Done,9181738.0,4.0,5.0,5.0,1,3.800136892539360,20,,,,,
Administration - Memorandums: Increase spacing of recipients when there are only two of them,3285000.0,3.0,8.0,10.0,1,1.9164955509924700,44,,,,,
Administration - Schedule Templates: Change color of no employees indicator,2518000.0,4.0,5.0,5.0,1,1.7467488021902800,44,,,,,
Organization- Employment policies: Change the Delete confirmation Text/Wording in the Delete Employment Policy Modal,2037000.0,1.0,10.0,10.0,1,2.113620807665980,35,,,,,
Organization - Executives: Missing pagination,7365000.0,15.0,6.0,7.0,1,1.2813141683778200,35,,,,,
Administration-Scheduled Task: Schedule task information is not automatically updated,6900000.0,12.0,10.0,10.0,1,2.2477754962354600,35,,,,,
Departments - Can't add members and Managers on the existing department,7293000.0,12.0,10.0,10.0,1,2.2477754962354600,35,,,,,
Workforce Executives: Headers move on every text input.,1918000.0,8.0,7.0,7.0,1,2.2477754962354600,35,,,,,
Departments - Delete Department: Update the confirmation modal design,6136000.0,3.0,100.0,100.0,1,1.9219712525667400,44,,,,,
Boards: Add Successful modal in deleting customized column,4320000.0,3.0,80.0,80.0,1,1.1827515400410700,44,,,,,
Investigate & Fix AddDocumentActivity Crash,24494909.0,16.0,10.0,10.0,1,3.780971937029430,15,,,,,
Milestone Scheduled Tasks - Calendar,6134000.0,10.0,80.0,80.0,1,5.429158110882960,45,,,,,
Milestone Scheduled Tasks - Modals,13535311.0,16.0,90.0,100.0,1,2.2477754962354600,45,,,,,
Recruitment: Job Posting with Applicants are infinite loading,5400000.0,12.0,9.0,9.0,1,2.2642026009582500,36,,,,,
HR/Policy: Leaves - Refiling a leave on the same date still gets registered as a valid pending leave,2372000.0,8.0,9.0,10.0,1,1.8069815195071900,36,,,,,
Onboarding - Create Configuration: Name and URL field under Links is missing,4251000.0,4.0,10.0,10.0,1,0.865160848733744,36,,,,,
Administration - Memorandums: Error Message is still displayed after selecting a Recipient for Memo Creation,5760000.0,8.0,8.0,8.0,1,3.3401779603011600,35,,,,,
Forms: Search filter under Archived tab is not working,14180744.0,7.0,10.0,10.0,1,1.7467488021902800,35,,,,,
HQZen Site: Breadcrumbs Link does not have a Fixed Width,9612966.0,4.0,5.0,5.0,1,1.2785763175906900,30,,,,,
Administration - Workforce - HR Admins: Rename the label of the button,1920000.0,4.0,5.0,5.0,1,1.998631074606430,44,,,,,
Feature Milestones - Documents: Hide/Remove Due Date column for Documents,960000.0,4.0,5.0,5.0,1,2.236824093086930,30,,,,,
Scalema : New Query - Placeholder does not correspond with the input field text area,4992000.0,3.0,80.0,90.0,1,1.9164955509924700,44,,,,,
Scalema - Trusted Partner: Warning Duplicate Specialties appear even if fields are empty,9000000.0,4.0,5.0,5.0,1,2.2477754962354600,23,,,,,
Personal Boards - Specify the name of the form in the feed alert,1928000.0,5.0,9.0,9.0,1,1.9219712525667400,44,,,,,
Onboarding - update configuration : Cancel button does not cancel activity upon selection of boards,3585485.239,10.0,8.0,8.0,1,2.113620807665980,36,,,,,
HR Portal - Employees: Employee information page loads infinitely after reloading,3600000.0,12.0,9.0,9.0,1,2.2642026009582500,36,,,,,
Creating Schedule Task Details View II,14786231.0,4.0,5.0,5.0,1,3.800136892539360,20,,,,,
Administration - Scheduled Tasks: Align and widen the gap of the label and icon,2467000.0,1.0,90.0,100.0,1,1.9164955509924700,44,,,,,
HR Portal-Archive: No date picker display in the incident reports tab,10146000.0,9.0,9.0,9.0,1,2.236824093086930,36,,,,,
Boards - Card : Add successful modal in making a copy of cards,3980000.0,2.0,100.0,100.0,1,1.9219712525667400,44,,,,,
Administration - Exit Interviews: Change state message for consistency,3660000.0,4.0,5.0,5.0,1,2.631074606433950,44,,,,,
Administration - Requests: Widen the date filed column,2580000.0,1.0,90.0,100.0,1,1.9164955509924700,44,,,,,
Boards - Card Creation - Assign Members: Remove error indicator and default of the value field,4411000.0,8.0,90.0,90.0,1,1.2813141683778200,44,,,,,
Administration - Workforce: Make the placeholder texts consistent,3525000.0,4.0,5.0,5.0,1,1.730321697467490,44,,,,,
HR Portal-PCN: Incorrect error message display,2120000.0,5.0,9.0,9.0,1,2.8227241615332000,36,,,,,
Jobs Board: Contract viewing issue on Declined column,3974000.0,4.0,10.0,10.0,1,1.8069815195071900,36,,,,,
Tasks: Time in restriction still appears despite approved overtime request.,1989021798.0,19.0,9.0,8.0,1,1.8453114305270400,12,,,,,
Overview: Add a redirection upon clicking the tasks due for the day.,7200000.0,16.0,9.0,9.0,1,3.800136892539360,12,,,,,
Administration - Memorandums - Create Memo: Selecting a Recipient will also include the Memo Author,4471000.0,11.0,10.0,10.0,1,1.8590006844627000,32,,,,,
Forms: Hide Column sorter for single row to no data,9603915.0,5.0,8.0,8.0,1,3.3401779603011600,32,,,,,
Administration-Schedule Templates: Incomplete Page title of the schedule templates.,4182268.0,3.0,9.0,9.0,1,2.113620807665980,32,,,,,
Administration - Workforce - HR Admins: Incorrect Empty State Displayed when Searching for a Non-Existent HR Admin,2197000.0,4.0,10.0,10.0,1,2.113620807665980,32,,,,,
Administration- Workforce executives: No empty state displayed upon searching for a non existing workforce executive.,5360775.0,5.0,10.0,9.0,1,2.113620807665980,32,,,,,
Organization - HR Permission : Changes in selecting HR Admin did not reflect after changing the employment policy,2631000.0,12.0,7.0,7.0,1,2.2477754962354600,32,,,,,
Administration- Accountabilities: No empty state displayed upon searching for non existing accountabilities.,1980000.0,4.0,10.0,10.0,1,2.113620807665980,32,,,,,
Staff - 201 files: Movement: Close button is placed on the upper left corner and it does not turn red upon hovering.,4140000.0,4.0,8.0,8.0,1,3.3401779603011600,32,,,,,
Platform Settings: Incorrect Placement of highlight on profile icon,7307024.0,6.0,8.0,8.0,1,3.3401779603011600,32,,,,,
Administration - Workforce - Onboarding: Incorrect Empty State Displayed when Searching for a Non-Existent Employee,4324781.0,6.0,10.0,10.0,1,1.7467488021902800,32,,,,,
Forms: Return icon will appear on the authored forms upon loading,5760000.0,4.0,8.0,8.0,1,3.3401779603011600,32,,,,,
Administration - Contracts: Excessive skeleton loading,9652000.0,4.0,10.0,10.0,1,2.2477754962354600,32,,,,,
Reports - Task summary: Employees are duplicated on the list,1838000.0,6.0,10.0,9.0,1,2.113620807665980,32,,,,,
Administration-Staff: Reserve blue background for single time in platform filter,6911000.0,4.0,90.0,100.0,1,1.1827515400410700,45,,,,,
Update Mobile Implementation of Job Offer Contracts Workflow,15780000.0,15.0,10.0,10.0,1,3.780971937029430,12,,,,,
HQZen Concerns: No facility option is always visible and/or displayed.,3734000.0,8.0,100.0,100.0,1,2.108145106091720,38,,,,,
Job Postings - Expiry date picker does not clear to default settings,1920000.0,8.0,10.0,10.0,1,2.236824093086930,36,,,,,
Desktop-Scheduled task: No preview button on viewing the attachment,5046724.0,4.0,5.0,5.0,1,2.2669404517453800,45,,,,,
Administration - Templates: Add a space at the bottom of the add header image button,3360000.0,4.0,5.0,5.0,1,1.998631074606430,45,,,,,
Administration - Templates: Remove unnecessary padding of alert message of archived templates,1986000.0,2.0,8.0,9.0,1,1.9164955509924700,45,,,,,
Milestone Enhancements: Implement Accordion on Card Requests,15033818.0,4.0,5.0,5.0,1,1.5003422313483900,38,,,,,
Milestone Enhancements: Filter milestones using start and end dates(BE),10320000.0,4.0,5.0,5.0,1,1.5003422313483900,38,,,,,
Administration - Schedule templates: Actions column should only contain the Action dropdown,2366000.0,4.0,5.0,5.0,1,2.236824093086930,45,,,,,
Milestone Enhancements: Implement Accordion on Document Requests,14404142.0,12.0,100.0,100.0,1,1.864476386036960,38,,,,,
Implement Empty Document Requests Placeholder for empty document requests,9721000.0,11.0,100.0,100.0,1,1.864476386036960,38,,,,,
Tasks: The user is still be timed in on the task despite being marked as Done on the Desktop.,30426000.0,8.0,10.0,10.0,1,3.780971937029430,12,,,,,
Scheduled Tasks: Long task title is not truncated properly.,3094000.0,10.0,8.0,8.0,1,3.800136892539360,12,,,,,
Tasks - Scheduled Task: Proper indication for an upcoming/On-going scheduled Task,20293069.0,21.0,10.0,10.0,1,1.8453114305270400,12,,,,,
Investigate & Fix TimeInForegroundService Not RegisteredCrash,9424999.0,8.0,9.0,9.0,1,2.841889117043120,12,,,,,
Boards - Operations : Comment Options Pop up should display within the current view,2103422.0,4.0,100.0,100.0,1,2.108145106091720,38,,,,,
Boards - Cards: Tooltip for due date indicator were not properly contained,1066000.0,4.0,5.0,5.0,1,1.730321697467490,38,,,,,
Boards : Delay in deleting customized column,9638000.0,12.0,7.0,9.0,1,1.2785763175906900,38,,,,,
Boards - Cards : Cannot select milestone using drop down in editing a card,1807399.0,4.0,5.0,5.0,1,1.7467488021902800,38,,,,,
Boards: Change the empty states for currency and timezone dropdowns,3222000.0,4.0,10.0,10.0,1,1.9219712525667400,45,,,,,
Milestone - Feature Milestones: Change searchbar placeholder for consistency,1620000.0,1.0,5.0,100.0,1,1.1827515400410700,45,,,,,
Administration - Exit Interviews: Change dropdown filter label from Select Category to All Categories,1737534.0,2.0,90.0,100.0,1,1.9164955509924700,45,,,,,
Create New Script: Verify if Executive can create scheduled task for today and for future dates,7140000.0,8.0,100.0,90.0,1,1.2813141683778200,8,,,,,
Generic Onboarding Wizard Component Design,266652198.00000000,12.0,100.0,100.0,1,2.91854893908282,45,,,,,
Create New Script: Job Offer Transition--Job application-Not logged in: Verify the Applicant will be redirected to HQZen Sign up page when they click on Apply Now from a Job Posting in applybpo,5497000.0,7.0,100.0,90.0,1,2.0150581793292300,8,,,,,
Create New Script: Success DAF-Acknowleged is working,2700000.0,4.0,100.0,80.0,1,1.2813141683778200,8,,,,,
Create New Script: Success Flow DAF Functionality,6391000.0,6.0,100.0,50.0,1,2.0561259411362100,8,,,,,
Create New Script: Verify that HR Admin can successfully delete a schedule template,14668000.0,8.0,95.0,95.0,1,1.998631074606430,8,,,,,
Create New Script: Schedule Refactor: Verify if HR can select which Time zone the schedule refers,4140637.0000000000,5.0,95.0,95.0,1,1.998631074606430,8,,,,,
Milestone Enhancements: Implement Design Rehaul,8700000.0,13.0,100.0,100.0,1,1.864476386036960,38,,,,,
Component Refactor: Button,64700734.0,16.0,80.0,80.0,1,2.91854893908282,45,,,,,
Administration: Changing the workforce while on administration page redirects the user to boards page,4620000.0,16.0,10.0,10.0,1,2.2477754962354600,32,,,,,
Reports: Clicking refresh will show the removed data.,8820000.0,16.0,10.0,10.0,1,2.2477754962354600,32,,,,,
Administration - Staff: Inconsistency of status indicator on previous payroll periods,10732000.0,8.0,10.0,10.0,1,2.113620807665980,32,,,,,
Forms: Buttons on the Archived and Authored tabs are not aligned upon zoomed in,3116000.0,6.0,10.0,10.0,1,1.7467488021902800,32,,,,,
Requests: Counter missing when tab is clicked,6944000.0,4.0,5.0,5.0,1,2.113620807665980,32,,,,,
Administration - Platform Settings: Searching for not existing employee displays second empty state consecutively,3000000.0,6.0,10.0,10.0,1,2.113620807665980,32,,,,,
Administration - Contracts: No Empty State Displayed when Searching for a Non-Existent Contract,9498128.0,8.0,10.0,10.0,1,3.3401779603011600,32,,,,,
Administration - Platform settings : Pagination does not reflect all the employees under a particular department,1891709.0,12.0,10.0,10.0,1,1.864476386036960,32,,,,,
Recruitment - Job Posting: Editing an Internal Job Posting will display default creation modal,9000000.0,10.0,10.0,10.0,1,1.864476386036960,32,,,,,
Goal Milestones: Improve on placeholder text guide for user to press enter button after entering criteria,5340000.0,8.0,100.0,100.0,1,2.108145106091720,38,,,,,
Administration - Memorandums: Modify the placeholder of the search bar,2220000.0,4.0,5.0,5.0,1,1.998631074606430,45,,,,,
Automation: Fix Failing Script: Employments Page - Leaves Section,4165279.0000000000,4.0,100.0,100.0,1,1.2813141683778200,8,,,,,
Fix failing script: Reports: Test whether a user can successfully Export Data,5014048.0,2.0,95.0,95.0,1,1.998631074606430,8,,,,,
Implement currency picker on android job portal,25500000.0,14.0,8.0,8.0,1,3.800136892539360,12,,,,,
Tasks: Interchanged counter and subheader on Scheduled Time Out modal.,7080000.0,4.0,9.0,10.0,1,3.8193018480492800,12,,,,,
Platform Settings-Configure Desktop: The URL input value should validate the proper-formatted URL,3480000.0,8.0,9.0,9.0,1,1.864476386036960,32,,,,,
Sign In Page: Wrong error message displayed after inputting the wrong email but the correct password,4345465.0,12.0,10.0,10.0,1,2.113620807665980,32,,,,,
Recruitment - New Job Posting: Image does not resize when adding a banner,5580000.0,16.0,10.0,10.0,1,2.2477754962354600,32,,,,,
Administration - Platform Settings : The Update button is active without making any alterations,7680000.0,10.0,10.0,10.0,1,1.864476386036960,32,,,,,
Administration - Workforce - Employment Policies: Incorrect Empty State Displayed when Searching for a Non-Existent Employment Policy,3661000.0,4.0,10.0,10.0,1,2.113620807665980,32,,,,,
Administration - Requests: Move searchbar to the right side of the toolbar,1860000.0,4.0,5.0,5.0,1,1.730321697467490,45,,,,,
Administration - Payrolls: Update the design of the empty state,1200000.0,1.0,10.0,10.0,1,1.9219712525667400,45,,,,,
Milestone: Change searchbar placeholder for consistency,3458000.0,2.0,100.0,100.0,1,1.1827515400410700,45,,,,,
Landing Page - Fix the overlapping design within the footer,3573000.0,3.0,90.0,100.0,1,1.2813141683778200,45,,,,,
Org Executive - Administration - Organizational Executive Tab: Add a search Filter for executives,11194000.0,8.0,10.0,10.0,1,2.2477754962354600,32,,,,,
Organization - Employment Policies - New Employment Policy Modal: Align the input for the title and the close button,7279546.0,4.0,5.0,5.0,1,1.730321697467490,45,,,,,
Component Centralization: BoardViewPage,17855708.0,4.0,5.0,5.0,1,2.2806297056810400,45,,,,,
Component Centralization: BoardCard,20220000.0,4.0,5.0,5.0,1,2.2642026009582500,38,,,,,
Component Centralization: CardDetailsPanel,6540000.0,20.0,8.0,8.0,1,2.236824093086930,38,,,,,
Model Changes: Cater DateTime and Attachment,2146000.0,2.0,9.0,9.0,1,2.0752908966461300,38,,,,,
Recruitment - Contracts: Add empty state for no expiration date,1842978.0,3.0,8.0,9.0,1,1.9219712525667400,45,,,,,
Milestones - Goal Milestone: Add gap between title and close button when viewing photos,2375000.0,3.0,90.0,100.0,1,1.2813141683778200,45,,,,,
Boards - Milestones - Create Feature Milestone: Change the capitalization of the custom option,1748000.0,4.0,5.0,5.0,1,1.73305954825462,45,,,,,
Forms - Archived - View Summary: Remove padding within the toggle field,1348000.0,4.0,5.0,5.0,1,1.4428473648186200,45,,,,,
Boards - Operations : Add confirmation modal in moving cards from Done column to Doing column,6480000.0,12.0,100.0,100.0,1,2.108145106091720,38,,,,,
Boards - Operations : Add successful modal in moving cards from Done column to Doing column,12025000.0,12.0,100.0,100.0,1,2.108145106091720,38,,,,,
